geneid	taxid	debref	symbol	Full_name_from_nomenclature_authority
31671	7227	FBgn0029947	CG1999	-
31672	7227	FBgn0029948	CheA7a	Chemosensory protein A 7a
31673	7227	FBgn0029949	CG15035	-
31674	7227	FBgn0029950	CG9657	-
31675	7227	FBgn0029951	CG11369	-
31676	7227	FBgn0029952	CG12689	-
31678	7227	FBgn0029504	CHES-1-like	Checkpoint suppressor homologue
31679	7227	FBgn0029955	CG15478	-
31680	7227	FBgn0022786	Hira	-
31681	7227	FBgn0027553	NELF-B	-
31682	7227	FBgn0029957	CG12155	-
31683	7227	FBgn0029958	Pdp	Pyruvate dehydrogenase phosphatase
31684	7227	FBgn0029959	Rab39	-
31686	7227	FBgn0029961	Ir7a	Ionotropic receptor 7a
31687	7227	FBgn0029962	CG1402	-
31688	7227	FBgn0029963	CG10920	-
31689	7227	FBgn0029964	CG1409	-
31690	7227	FBgn0029965	Ir7b	Ionotropic receptor 7b
31691	7227	FBgn0000427	dec-1	defective chorion 1
31692	7227	FBgn0029966	Ir7c	Ionotropic receptor 7c
31694	7227	FBgn0029968	Ir7g	Ionotropic receptor 7g
31695	7227	FBgn0029969	CG10932	-
31696	7227	FBgn0029970	Nek2	-
31697	7227	FBgn0029971	ND-MNLL	NADH dehydrogenase (ubiquinone) MNLL subunit
31698	7227	FBgn0040087	p115	-
31700	7227	FBgn0261592	RpS6	Ribosomal protein S6
31701	7227	FBgn0010292	bys	by S6
31702	7227	FBgn0029974	dpr14	defective proboscis extension response 14
31703	7227	FBgn0029975	CG1444	-
31704	7227	FBgn0029976	snz	snazarus
31705	7227	FBgn0029977	hdm	hold'em
31706	7227	FBgn0260858	Ykt6	YKT6 ortholog (S. cerevisiae)
31707	7227	FBgn0029979	CG10777	-
31708	7227	FBgn0029980	CG10778	-
31712	7227	FBgn0027280	l(1)G0193	lethal (1) G0193
31713	7227	FBgn0260970	Ubr3	Ubr3 ubiquitin ligase
31714	7227	FBgn0029986	CG15332	-
31715	7227	FBgn0029987	CG15330	-
31716	7227	FBgn0003656	sws	swiss cheese
31717	7227	FBgn0003447	sn	singed
31718	7227	FBgn0010329	Tbh	Tyramine beta hydroxylase
31720	7227	FBgn0029989	CG15333	-
31721	7227	FBgn0029990	CG2233	-
31722	7227	FBgn0004656	fs(1)h	female sterile (1) homeotic
31724	7227	FBgn0029992	Upf2	-
31725	7227	FBgn0029993	CG1571	-
31726	7227	FBgn0029994	CG2254	-
31727	7227	FBgn0029995	CG2256	-
31728	7227	FBgn0029996	UbcE2H	Ubiquitin conjugating enzyme E2H
31729	7227	FBgn0029997	CG2258	-
31731	7227	FBgn0029999	CG1575	-
31732	7227	FBgn0030000	CG2260	-
31733	7227	FBgn0030001	cyr	cypher
31735	7227	FBgn0030003	CG2116	-
31736	7227	FBgn0030004	CG10958	-
31737	7227	FBgn0030005	CG2120	-
31738	7227	FBgn0025800	Smox	Smad on X
31739	7227	FBgn0030006	CG17982	-
31740	7227	FBgn0030007	alpha-PheRS	Phenylalanyl-tRNA synthetase alpha subunit
31741	7227	FBgn0030008	CG2129	-
31742	7227	FBgn0030009	CG15336	-
31743	7227	FBgn0030010	CG10959	-
31744	7227	FBgn0030011	Gbeta5	-
31745	7227	FBgn0030012	CG18262	-
31746	7227	FBgn0265464	Traf6	TNF-receptor-associated factor 6
31747	7227	FBgn0030013	GIIIspla2	-
31748	7227	FBgn0030014	CG15337	-
31749	7227	FBgn0030015	CG10761	-
31750	7227	FBgn0030016	Or7a	Odorant receptor 7a
31751	7227	FBgn0030017	CG2278	-
31759	7227	FBgn0030025	CG2147	-
31760	7227	FBgn0020653	Trxr-1	Thioredoxin reductase-1
31761	7227	FBgn0030026	sni	sniffer
31762	7227	FBgn0017566	ND-75	NADH dehydrogenase (ubiquinone) 75 kDa subunit
31763	7227	FBgn0030027	CG1632	-
31764	7227	FBgn0030028	Corp	Companion of reaper
31765	7227	FBgn0030029	CG15343	-
31766	7227	FBgn0030030	CG1636	-
31767	7227	FBgn0015519	nAChRalpha3	nicotinic Acetylcholine Receptor alpha3
31770	7227	FBgn0030033	CG1387	-
31771	7227	FBgn0030034	CG10555	-
31772	7227	FBgn0030035	CG11190	-
31773	7227	FBgn0261793	Trf2	TATA box binding protein-related factor 2
31775	7227	FBgn0030037	CG12125	-
31776	7227	FBgn0030038	CG1440	-
31777	7227	FBgn0030039	CG12123	-
31778	7227	FBgn0021767	org-1	optomotor-blind-related-gene-1
31779	7227	FBgn0030040	CG15347	-
31780	7227	FBgn0023506	Es2	-
31781	7227	FBgn0014032	Sptr	Sepiapterin reductase
31782	7227	FBgn0030041	CG12116	-
31785	7227	FBgn0014465	Cp7Fb	Chorion protein b at 7F
31786	7227	FBgn0014466	Cp7Fc	Chorion protein c at 7F
31787	7227	FBgn0000359	Cp36	Chorion protein 36
31788	7227	FBgn0000360	Cp38	Chorion protein 38
31789	7227	FBgn0003023	otu	ovarian tumor
31791	7227	FBgn0024943	PIP82	-
31792	7227	FBgn0264975	Nrg	Neuroglian
31793	7227	FBgn0026679	IntS4	Integrator 4
31794	7227	FBgn0030048	CG12112	-
31795	7227	FBgn0030049	Trf4-1	-
31796	7227	FBgn0030050	CG12111	-
31797	7227	FBgn0030051	spirit	Serine Protease Immune Response Integrator
31798	7227	FBgn0030052	CG12065	-
31799	7227	FBgn0030053	CG12081	-
31800	7227	FBgn0025864	Crag	Calmodulin-binding protein related to a Rab3 GDP/GTP exchange protein
31801	7227	FBgn0030054	Caf1-180	Chromatin assembly factor 1, p180 subunit
31802	7227	FBgn0004102	oc	ocelliless
31803	7227	FBgn0030055	CG12772	-
31804	7227	FBgn0030056	CG11284	-
31805	7227	FBgn0030057	Ppt1	Palmitoyl-protein thioesterase 1
31806	7227	FBgn0027864	Ogg1	8-oxoguanine DNA glycosylase
31807	7227	FBgn0030058	CG11294	-
31808	7227	FBgn0041629	Hexo2	Hexosaminidase 2
31809	7227	FBgn0030060	CG2004	-
31810	7227	FBgn0030061	CG1785	-
31811	7227	FBgn0027330	l(1)G0020	lethal (1) G0020
31812	7227	FBgn0030063	CG1789	-
31813	7227	FBgn0026411	Lim1	-
31815	7227	FBgn0030065	CG12075	-
31816	7227	FBgn0011661	Moe	Moesin
31817	7227	FBgn0030066	CG1885	-
31818	7227	FBgn0030067	Rbm13	RNA-binding motif protein 13
31822	7227	FBgn0030071	CG12661	-
31824	7227	FBgn0030073	CG10962	-
31825	7227	FBgn0030074	CG12662	-
31826	7227	FBgn0261549	rdgA	retinal degeneration A
31829	7227	FBgn0030077	CG15365	-
31830	7227	FBgn0030078	CG10970	-
31831	7227	FBgn0265413	CG44325	-
31833	7227	FBgn0030081	CG7246	-
31834	7227	FBgn0030082	HP1b	Heterochromatin Protein 1b
31835	7227	FBgn0052707	APC4	Anaphase Promoting Complex subunit 4
31837	7227	FBgn0030085	CG6999	-
31838	7227	FBgn0030086	CG7033	-
31839	7227	FBgn0030087	CG7766	-
31840	7227	FBgn0004856	Bx42	-
31841	7227	FBgn0030088	Arfrp1	ADP-ribosylation factor related protein 1
31842	7227	FBgn0030089	AP-1gamma	Adaptor Protein complex 1, gamma subunit
31843	7227	FBgn0030090	fend	forked end
31844	7227	FBgn0030091	CG7065	-
31845	7227	FBgn0030092	fh	frataxin homolog
31846	7227	FBgn0030093	Bap111	Brahma associated protein 111kD
31848	7227	FBgn0004828	His3.3B	Histone H3.3B
31849	7227	FBgn0014868	Ost48	Oligosaccharyltransferase 48kD subunit
31851	7227	FBgn0030096	Zpr1	-
31853	7227	FBgn0030097	CG12115	-
31854	7227	FBgn0030098	CG12057	-
31855	7227	FBgn0030099	CG12056	-
31856	7227	FBgn0030100	CG12106	-
31857	7227	FBgn0030101	CG12118	-
31858	7227	FBgn0086450	su(r)	suppressor of rudimentary
31859	7227	FBgn0030102	CG12119	-
31860	7227	FBgn0030103	Obp8a	Odorant-binding protein 8a
31861	7227	FBgn0030104	CG15368	-
31862	7227	FBgn0030105	CG15369	-
31863	7227	FBgn0086367	t	tan
31864	7227	FBgn0030107	CG15370	-
31865	7227	FBgn0030108	Gr8a	Gustatory receptor 8a
31866	7227	FBgn0030109	CG12121	-
31867	7227	FBgn0052704	Ir8a	Ionotropic receptor 8a
31869	7227	FBgn0260789	mxc	multi sex combs
31872	7227	FBgn0010269	Dsor1	Downstream of raf1
31873	7227	FBgn0030114	CG17754	-
31874	7227	FBgn0028292	ric8a	-
31877	7227	FBgn0052703	Erk7	Extracellularly regulated kinase 7
31879	7227	FBgn0030120	CG17440	-
31880	7227	FBgn0030121	Cfp1	CXXC finger protein 1
31881	7227	FBgn0030122	CG16892	-
31883	7227	FBgn0002576	lz	lozenge
31887	7227	FBgn0085478	CG34449	-
31890	7227	FBgn0026149	BCL7-like	-
31896	7227	FBgn0267253	CG32700	-
31897	7227	FBgn0030136	RpS28b	Ribosomal protein S28b
31898	7227	FBgn0030137	CG15317	-
31899	7227	FBgn0052699	LPCAT	Lysophosphatidylcholine acyltransferase
31902	7227	FBgn0030141	Gga	Golgi-localized, gamma-adaptin ear containing, ARF binding protein
31903	7227	FBgn0264691	Lst8	-
31904	7227	FBgn0027084	Aats-lys	Lysyl-tRNA synthetase
31905	7227	FBgn0261931	CG42797	-
31907	7227	FBgn0028341	Ptpmeg2	Protein tyrosine phosphatase Meg2
31909	7227	FBgn0030148	CG3106	-
31912	7227	FBgn0000233	btd	buttonhead
31913	7227	FBgn0020378	Sp1	-
31914	7227	FBgn0030151	CG1354	-
31915	7227	FBgn0052698	CG32698	-
31917	7227	FBgn0019929	Ser7	-
31918	7227	FBgn0052695	CG32695	-
31919	7227	FBgn0030156	CG15247	-
31920	7227	FBgn0030157	CG1468	-
31921	7227	FBgn0030158	CG9686	-
31922	7227	FBgn0030159	CG9689	-
31923	7227	FBgn0030160	CG9691	-
31924	7227	FBgn0030161	CG15249	-
31925	7227	FBgn0030162	CG1986	-
31926	7227	FBgn0026415	Idgf4	Imaginal disc growth factor 4
31927	7227	FBgn0030163	CG1791	-
31928	7227	FBgn0030164	CG1889	-
31929	7227	FBgn0263216	CG43386	-
31931	7227	FBgn0030167	CG15252	-
31933	7227	FBgn0052694	CG32694	-
31934	7227	FBgn0030170	CG2990	-
31935	7227	FBgn0263132	Cht6	-
31938	7227	FBgn0005391	Yp2	Yolk protein 2
31939	7227	FBgn0004045	Yp1	Yolk protein 1
31940	7227	FBgn0030174	CG15312	-
31942	7227	FBgn0052685	ZAP3	-
31943	7227	FBgn0030177	CG2972	-
31944	7227	FBgn0030178	CG2974	-
31945	7227	FBgn0083940	RhoU	-
31947	7227	FBgn0030181	CG12645	-
31948	7227	FBgn0264503	CG43902	-
31949	7227	FBgn0030183	CG15309	-
31950	7227	FBgn0028342	ATPsyndelta	ATP synthase, delta subunit
31952	7227	FBgn0030186	CG2962	-
31953	7227	FBgn0085437	CG34408	-
31954	7227	FBgn0030187	Ipod	Interaction partner of Dnmt2
31955	7227	FBgn0263220	Hk	Hyperkinetic
31957	7227	FBgn0259170	alpha-Man-Ia	alpha-Mannosidase class I a
31958	7227	FBgn0030189	CG2909	-
31960	7227	FBgn0011770	Gip	GIP-like
31961	7227	FBgn0030191	CG15306	-
31962	7227	FBgn0263997	CG43740	-
31964	7227	FBgn0028331	l(1)G0289	lethal (1) G0289
31965	7227	FBgn0028480	CG17841	-
31966	7227	FBgn0030195	CG2898	-
31967	7227	FBgn0030196	Psf3	-
31970	7227	FBgn0052683	CG32683	-
31971	7227	FBgn0030200	RabX2	-
31973	7227	FBgn0030202	CG12640	-
31975	7227	FBgn0030204	Or9a	Odorant receptor 9a
31976	7227	FBgn0261710	nocte	no circadian temperature entrainment
31977	7227	FBgn0030206	CG2889	-
31978	7227	FBgn0030207	CG2887	-
31979	7227	FBgn0030208	PPP4R2r	Protein phosphatase 4 regulatory subunit 2-related protein
31980	7227	FBgn0052687	CG32687	-
31986	7227	FBgn0030215	CG15296	-
31987	7227	FBgn0085443	spri	sprint
31988	7227	FBgn0001206	Hmr	Hybrid male rescue
31989	7227	FBgn0030217	CG2124	-
31990	7227	FBgn0030218	CG1628	-
31991	7227	FBgn0263072	CG43347	-
31993	7227	FBgn0030221	Rab9Db	Rab at 9Db
31994	7227	FBgn0030222	CG9806	-
31995	7227	FBgn0030223	CG2111	-
31996	7227	FBgn0030224	CG12637	-
31997	7227	FBgn0052677	X11Lbeta	-
32000	7227	FBgn0030228	BTBD9	BTB (POZ) domain containing 9 ortholog
32001	7227	FBgn0052672	Atg8a	Autophagy-related 8a
32002	7227	FBgn0030230	Rph	Rabphilin
32005	7227	FBgn0052676	CG32676	-
32006	7227	FBgn0030234	CG15211	-
32007	7227	FBgn0003360	sesB	stress-sensitive B
32008	7227	FBgn0025111	Ant2	Adenine nucleotide translocase 2
32009	7227	FBgn0262735	Imp	IGF-II mRNA-binding protein
32011	7227	FBgn0030237	CG15209	-
32013	7227	FBgn0030239	CG17333	-
32014	7227	FBgn0030240	CG2202	-
32015	7227	FBgn0030241	feo	fascetto
32016	7227	FBgn0030242	sofe	sister of feo
32017	7227	FBgn0030243	CG2186	-
32018	7227	FBgn0030244	CG2157	-
32019	7227	FBgn0030245	CG1637	-
32020	7227	FBgn0017561	Ork1	Open rectifier K[+] channel 1
32021	7227	FBgn0030246	CG1582	-
32022	7227	FBgn0030247	CG15208	-
32024	7227	FBgn0264502	CG43901	-
32026	7227	FBgn0003965	v	vermilion
32027	7227	FBgn0030251	CG2145	-
32028	7227	FBgn0263705	Myo10A	Myosin 10A
32029	7227	FBgn0052670	Rab9Fb	Rab at 9Fb
32032	7227	FBgn0021742	C901	-
32033	7227	FBgn0259241	CG42339	-
32034	7227	FBgn0030257	CG11160	-
32035	7227	FBgn0030258	CG1552	-
32036	7227	FBgn0030259	CG1545	-
32037	7227	FBgn0030260	CG1537	-
32038	7227	FBgn0030261	CG15203	-
32039	7227	FBgn0003366	sev	sevenless
32040	7227	FBgn0030262	Vago	-
32041	7227	FBgn0030263	CG2076	-
32042	7227	FBgn0027498	CG2061	-
32043	7227	FBgn0259101	CG42249	-
32045	7227	FBgn0015245	Hsp60	Heat shock protein 60
32046	7227	FBgn0030266	CG11122	-
32047	7227	FBgn0028686	Rpt3	Regulatory particle triple-A ATPase 3
32049	7227	FBgn0030268	Klp10A	Kinesin-like protein at 10A
32050	7227	FBgn0030269	CDK2AP1	CDK2-associated protein 1
32051	7227	FBgn0030270	CG15199	-
32052	7227	FBgn0030271	CG15202	-
32053	7227	FBgn0030272	CG15201	-
32055	7227	FBgn0030274	Lint-1	l(3)mbt interacting protein 1
32056	7227	FBgn0261277	rtv	retroactive
32057	7227	FBgn0030276	Dlic	Dynein light intermediate chain
32058	7227	FBgn0026268	antdh	-
32059	7227	FBgn0030277	CG1394	-
32060	7227	FBgn0030278	CG15200	-
32062	7227	FBgn0030280	CG11106	-
32063	7227	FBgn0265595	CG44422	-
32065	7227	FBgn0030283	CG15198	-
32067	7227	FBgn0083979	Ir10a	Ionotropic receptor 10a
32068	7227	FBgn0003411	sisA	sisterless A
32069	7227	FBgn0001491	l(1)10Bb	lethal (1) 10Bb
32070	7227	FBgn0030286	CG1657	-
32071	7227	FBgn0028421	Kap3	Kinesin associated protein 3
32072	7227	FBgn0085377	CG34348	-
32073	7227	FBgn0030289	GCS1	Glucosidase 1
32074	7227	FBgn0030290	CG11756	-
32075	7227	FBgn0030291	CG1738	-
32076	7227	FBgn0030292	CG11752	-
32077	7227	FBgn0030293	CG1737	-
32078	7227	FBgn0000499	dsh	dishevelled
32079	7227	FBgn0030294	Pa1	PTIP associated 1
32080	7227	FBgn0004864	hop	hopscotch
32081	7227	FBgn0027359	Tim8	-
32083	7227	FBgn0001624	dlg1	discs large 1
32084	7227	FBgn0030296	CG15196	-
32085	7227	FBgn0030297	Gr10b	Gustatory receptor 10b
32086	7227	FBgn0030298	Or10a	Odorant receptor 10a
32087	7227	FBgn0001145	Gs2	Glutamine synthetase 2
32088	7227	FBgn0262740	Evi5	Ecotropic viral integration site 5 ortholog (H. sapiens)
32089	7227	FBgn0030300	Sk1	Sphingosine kinase 1
32090	7227	FBgn0030301	HP5	Heterochromatin protein 5
32092	7227	FBgn0262685	CG43155	-
32093	7227	FBgn0030304	Cyp4g15	-
32094	7227	FBgn0030305	CG1749	-
32095	7227	FBgn0030306	Spase25	Spase 25-subunit
32097	7227	FBgn0052666	Drak	Death-associated protein kinase related
32098	7227	FBgn0030309	CG1572	-
32099	7227	FBgn0030310	PGRP-SA	Peptidoglycan recognition protein SA
32100	7227	FBgn0003277	RpII215	RNA polymerase II 215kD subunit
32101	7227	FBgn0030311	CG11699	-
32102	7227	FBgn0027259	Kmn1	kinetochore Mis12-Ndc80 network component 1
32103	7227	FBgn0030313	CG11697	-
32104	7227	FBgn0030314	CG11696	-
32106	7227	FBgn0030316	CG11695	-
32107	7227	FBgn0002948	nod	no distributive disjunction
32108	7227	FBgn0030317	CG1561	-
32109	7227	FBgn0030318	rho-4	rhomboid-4
32110	7227	FBgn0030319	CG2533	-
32111	7227	FBgn0030320	CG2247	-
32112	7227	FBgn0030321	CG1703	-
32113	7227	FBgn0266421	RPA3	Replication protein A3
32114	7227	FBgn0002723	Met	Methoprene-tolerant
32115	7227	FBgn0004370	Ptp10D	Protein tyrosine phosphatase 10D
32116	7227	FBgn0030323	CG2371	-
32119	7227	FBgn0014133	bif	bifocal
32120	7227	FBgn0011754	PhKgamma	Phosphorylase kinase gamma
32121	7227	FBgn0030326	CG2444	-
32122	7227	FBgn0030327	FucT6	alpha1,6-fucosyltransferase
32123	7227	FBgn0030328	Amun	-
32124	7227	FBgn0030329	prtp	pretaporter
32125	7227	FBgn0030330	Tango10	Transport and Golgi organization 10
32126	7227	FBgn0260812	inaF-D	-
32127	7227	FBgn0030331	CG15221	-
32128	7227	FBgn0030332	CG9360	-
32130	7227	FBgn0004511	dy	dusky
32131	7227	FBgn0030334	Karl	-
32132	7227	FBgn0000259	CkIIbeta	Casein kinase II beta subunit
32133	7227	FBgn0001218	Hsc70-3	Heat shock 70-kDa protein cognate 3
32135	7227	FBgn0030336	CG1578	-
32136	7227	FBgn0266019	rudhira	-
32137	7227	FBgn0030338	CG15741	-
32138	7227	FBgn0030339	Cyp28c1	-
32139	7227	FBgn0030340	CG15740	-
32140	7227	FBgn0030341	p24-1	p24-related-1
32141	7227	FBgn0030342	CG10347	-
32142	7227	FBgn0030343	ATP7	-
32143	7227	FBgn0030344	CG2025	-
32144	7227	FBgn0030345	CG1847	-
32145	7227	FBgn0030346	CG11802	-
32146	7227	FBgn0030347	CG15739	-
32147	7227	FBgn0030348	CG10352	-
32148	7227	FBgn0030349	CG10353	-
32149	7227	FBgn0030350	SelG	Selenoprotein G
32150	7227	FBgn0030351	CG1840	-
32151	7227	FBgn0030352	sicily	severe impairment of CI with lengthened youth
32152	7227	FBgn0260780	wisp	wispy
32153	7227	FBgn0030354	Upf1	-
32154	7227	FBgn0250871	pot	papillote
32156	7227	FBgn0030357	Sclp	-
32157	7227	FBgn0030358	CG10362	-
32158	7227	FBgn0263111	cac	cacophony
32159	7227	FBgn0000808	gd	gastrulation-defective
32160	7227	FBgn0003865	tsg	twisted gastrulation
32161	7227	FBgn0030359	CG18130	-
32162	7227	FBgn0001083	fw	furrowed
32163	7227	FBgn0030360	CG1806	-
32164	7227	FBgn0030361	CG1492	-
32165	7227	FBgn0030362	regucalcin	-
32166	7227	FBgn0043001	Chrac-16	Chromatin accessibility complex 16kD protein
32167	7227	FBgn0030364	CG15735	-
32168	7227	FBgn0030365	Tango4	Transport and Golgi organization 4
32169	7227	FBgn0030366	Usp7	Ubiquitin-specific protease 7
32170	7227	FBgn0030367	Cyp311a1	-
32172	7227	FBgn0030369	Cyp318a1	-
32173	7227	FBgn0030370	Uch-L5R	Uch-L5-related
32174	7227	FBgn0052656	Muc11A	Mucin 11A
32176	7227	FBgn0030373	CG12721	-
32177	7227	FBgn0030374	CG15734	-
32178	7227	FBgn0030375	CG11356	-
32179	7227	FBgn0030376	CG2750	-
32180	7227	FBgn0030377	CG1924	-
32183	7227	FBgn0267001	Ten-a	Tenascin accessory
32188	7227	FBgn0030384	CG2577	-
32189	7227	FBgn0030385	Ir11a	Ionotropic receptor 11a
32190	7227	FBgn0030386	CG2574	-
32191	7227	FBgn0259680	Pkcdelta	Protein kinase C delta
32193	7227	FBgn0030389	CG15927	-
32194	7227	FBgn0030390	CG15731	-
32195	7227	FBgn0030391	Rab40	-
32196	7227	FBgn0259143	CG42258	-
32198	7227	FBgn0030394	Cpr11A	Cuticular protein 11A
32199	7227	FBgn0002562	Lsp1alpha	Larval serum protein 1 alpha
32200	7227	FBgn0030395	Mks1	Meckel syndrome, type 1 homologue
32201	7227	FBgn0030396	CG2556	-
32202	7227	FBgn0264542	CG43921	-
32203	7227	FBgn0030398	Cpr11B	Cuticular protein 11B
32205	7227	FBgn0030400	CG11138	-
32207	7227	FBgn0041203	LIMK1	LIM-kinase1
32208	7227	FBgn0030403	CG1824	-
32209	7227	FBgn0052654	Sec16	Sec16 ortholog (S. cerevisiae)
32211	7227	FBgn0030406	CG1463	-
32212	7227	FBgn0030407	CG2543	-
32213	7227	FBgn0030408	CG11085	-
32214	7227	FBgn0030409	CG15728	-
32215	7227	FBgn0030410	Aven	Aven ortholog
32216	7227	FBgn0030411	CG2540	-
32217	7227	FBgn0030412	Tomosyn	Tomosyn ortholog
32221	7227	FBgn0015024	CkIalpha	Casein kinase Ialpha
32222	7227	FBgn0011837	Tis11	Tis11 homolog
32224	7227	FBgn0030417	CG15725	-
32225	7227	FBgn0265523	Smr	Smrter
32226	7227	FBgn0030418	CG4004	-
32228	7227	FBgn0020513	ade5	-
32229	7227	FBgn0030420	CG12717	-
32230	7227	FBgn0030421	CG3812	-
32233	7227	FBgn0259171	Pde9	Phosphodiesterase 9
32234	7227	FBgn0030425	CG3775	-
32238	7227	FBgn0030429	CG4661	-
32239	7227	FBgn0052649	CG32649	-
32240	7227	FBgn0030431	CG4407	-
32241	7227	FBgn0030432	CG4404	-
32242	7227	FBgn0030433	mRpL49	mitochondrial ribosomal protein L49
32243	7227	FBgn0030434	Brms1	BRMS1 ortholog
32244	7227	FBgn0030435	CG4645	-
32245	7227	FBgn0086675	fne	found in neurons
32246	7227	FBgn0030437	hec	hector
32247	7227	FBgn0030438	CG15721	-
32248	7227	FBgn0030439	CG12716	-
32249	7227	FBgn0030440	CG15719	-
32250	7227	FBgn0030441	CG2209	-
32252	7227	FBgn0030443	CG12715	-
32253	7227	FBgn0265597	rad	radish
32256	7227	FBgn0010303	hep	hemipterous
32257	7227	FBgn0261524	lic	licorne
32258	7227	FBgn0030447	CG2200	-
32259	7227	FBgn0263005	CG43313	-
32260	7227	FBgn0030449	Fer3HCH	Ferritin 3 heavy chain homologue
32261	7227	FBgn0250862	CG42237	-
32262	7227	FBgn0030451	CG15717	-
32263	7227	FBgn0030452	MFS10	Major Facilitator Superfamily Transporter 10
32264	7227	FBgn0052645	CG32645	-
32266	7227	FBgn0030455	CG4318	-
32267	7227	FBgn0030456	CG4332	-
32268	7227	FBgn0025463	Bap60	Brahma associated protein 60kD
32269	7227	FBgn0030457	CG12096	-
32271	7227	FBgn0030459	CG12723	-
32272	7227	FBgn0030460	CG2453	-
32273	7227	FBgn0265630	sno	strawberry notch
32274	7227	FBgn0029133	REG	-
32275	7227	FBgn0004456	mew	multiple edematous wings
32276	7227	FBgn0030462	CG15742	-
32278	7227	FBgn0041210	HDAC4	Histone deacetylase 4
32279	7227	FBgn0030465	CG15743	-
32281	7227	FBgn0030467	CG1764	-
32282	7227	FBgn0030468	CG1622	-
32285	7227	FBgn0266375	IP3K2	Inositol 1,4,5-triphosphate kinase 2
32288	7227	FBgn0030474	CG15747	-
32290	7227	FBgn0261085	Syt12	Synaptotagmin 12
32291	7227	FBgn0030477	dmrt11E	doublesex-Mab related 11E
32292	7227	FBgn0030478	CG1640	-
32293	7227	FBgn0030479	Rbp1-like	-
32294	7227	FBgn0030480	Tim9a	-
32295	7227	FBgn0026749	Yippee	-
32296	7227	FBgn0030481	CG1662	-
32297	7227	FBgn0030482	CG1673	-
32298	7227	FBgn0030483	CG12725	-
32299	7227	FBgn0030484	GstT4	Glutathione S transferase T4
32300	7227	FBgn0030485	CG1998	-
32301	7227	FBgn0030486	Set2	SET domain containing 2
32302	7227	FBgn0085353	CG34324	-
32303	7227	FBgn0265416	Neto	Neuropilin and tolloid-like
32307	7227	FBgn0030492	CG15754	-
32308	7227	FBgn0030493	CG15756	-
32309	7227	FBgn0030494	Cpr12A	Cuticular protein 12A
32310	7227	FBgn0030495	CG11816	-
32311	7227	FBgn0052631	CG32631	-
32312	7227	FBgn0086674	Tango13	Transport and Golgi organization 13
32314	7227	FBgn0004169	up	upheld
32315	7227	FBgn0030499	CG11178	-
32316	7227	FBgn0030500	Ndc80	-
32317	7227	FBgn0030501	BthD	BthD selenoprotein
32318	7227	FBgn0030502	tth	toothrin
32319	7227	FBgn0030503	Tango2	Transport and Golgi organization 2
32320	7227	FBgn0030504	CG2691	-
32321	7227	FBgn0030505	NFAT	NFAT homolog
32322	7227	FBgn0030506	Lig4	Ligase4
32323	7227	FBgn0030507	CG11164	-
32324	7227	FBgn0030508	CG15760	-
32325	7227	FBgn0030509	CG11162	-
32326	7227	FBgn0030510	CG12177	-
32327	7227	FBgn0030511	CG11158	-
32328	7227	FBgn0030512	CG9940	-
32329	7227	FBgn0265726	NnaD	Drosophila Nna1 ortholog
32330	7227	FBgn0030514	CG9941	-
32334	7227	FBgn0030518	CG11134	-
32335	7227	FBgn0030519	CG11151	-
32337	7227	FBgn0030520	Pdcd4	Programmed cell death 4 ortholog
32338	7227	FBgn0020909	Rtc1	-
32339	7227	FBgn0004047	Yp3	Yolk protein 3
32340	7227	FBgn0003218	rdgB	retinal degeneration B
32341	7227	FBgn0030521	CtsB1	Cathepsin B1
32342	7227	FBgn0030522	CG11103	-
32343	7227	FBgn0261244	inaE	inactivation no afterpotential E
32344	7227	FBgn0030524	CG10993	-
32345	7227	FBgn0030525	CG10996	-
32348	7227	FBgn0030528	CG11095	-
32349	7227	FBgn0030529	Clic	Chloride intracellular channel
32350	7227	FBgn0027537	Nup93-1	Nucleoporin 93kD-1
32351	7227	FBgn0030530	jub	Ajuba LIM protein
32352	7227	FBgn0052626	AMPdeam	AMP deaminase
32353	7227	FBgn0267033	mamo	maternal gene required for meiosis
32357	7227	FBgn0030536	CG11068	-
32358	7227	FBgn0000173	ben	bendless
32359	7227	FBgn0030537	CG12480	-
32360	7227	FBgn0030538	betaNACtes1	-
32361	7227	FBgn0030539	CG1368	-
32362	7227	FBgn0030540	CG11581	-
32363	7227	FBgn0030541	CG11584	-
32364	7227	FBgn0030542	CG12481	-
32365	7227	FBgn0030543	CG11585	-
32366	7227	FBgn0030544	CG13403	-
32367	7227	FBgn0004649	yl	yolkless
32368	7227	FBgn0030545	CG11590	-
32371	7227	FBgn0040153	l(1)G0469	lethal (1) G0469
32373	7227	FBgn0026713	l(1)G0007	lethal (1) G0007
32374	7227	FBgn0030551	CG11674	-
32375	7227	FBgn0030552	mRpL38	mitochondrial ribosomal protein L38
32377	7227	FBgn0030554	CG1434	-
32378	7227	FBgn0030555	Fbxl4	F box and leucine-rich-repeat gene 4
32379	7227	FBgn0030556	mRNA-cap	mRNA-capping-enzyme
32381	7227	FBgn0030558	CG1461	-
32382	7227	FBgn0030559	CG13404	-
32384	7227	FBgn0052602	Muc12Ea	Mucin 12Ea
32385	7227	FBgn0030562	CG9400	-
32386	7227	FBgn0030563	betaNACtes2	-
32387	7227	FBgn0052600	dpr8	defective proboscis extension response 8
32389	7227	FBgn0030566	betaNACtes4	-
32392	7227	FBgn0030569	CG9411	-
